ID,title,content,url
95b1e484-c74a-4f32-a335-8e24aac63961,Pepper,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Capsicum
,Taxon,  Genus
,Description,  Capiscum is a genus of flowering plants in the nightshade family Solanaceae that produces peppers. The Capiscum genus contains 20-27 species of peppers which vary in color, shape, size, and heat. 5 species are domesticated. Most peppers are green when unripe and change color as the fruit matures. The fruit of most species contains capsaicin, which gives hot peppers their spiciness. Bell peppers (Capsicum annuum) are an exception: they do not contain capsaicin due to a recessive gene, and are therefore not spicy. The Scoville scale is used to measure the relative heat of peppers. Bell peppers have a rating of 0-25 Scoville Heat Units (SHU), jalapenos are between 2,500-10,000 SHU. All peppers, regardless of species, prefer a long, warm growing season and well-drained soil high in organic matter. Seeds can be started indoors 8-10 weeks before hardening off and transplanting. In cooler climates, it can be preferable to grow peppers in containers indoors to extend the growing season and prevent frost from killing plants. Peppers have an upright growing habit and can benefit from staking to help the plant support the fruits.
,Companions,
,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed indoors, transplant seedlings outside after hardening off
,Spread (diameter),
              50 ,centimeters,

          ,Row Spacing,
              50 ,centimeters,

          ,Height,
              70 ,centimeters,

          ",https://openfarm.cc/en/crops/pepper-1
4a357c4b-9a52-4f2c-9b74-724663ed7695,Mushrooms,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  
,Taxon,  
,Description,  Mushrooms are the fleshy, spore-bearing, fruiting body of a fungus. Mushrooms often have a stem, a cap, and gills on the underside of the cap - but not always. Commonly cultivated mushrooms include Oyster (the easiest and best for beginners), Shittake, King Stropharia or Wine Cap, Maitake, Lion's Mane, and Reishi. Mushrooms are generally grown by obtaining spores and inoculating a substrate (compost, cardboard, etc. Different types prefer different substrates) with the spores. Mushrooms can be grown indoors or outdoors, but it is often easier to cultivate them indoors because the light and moisture can be more thoroughly controlled. More growing information is available in individual species entries.
,Companions,
,Sun Requirements,  Full Shade
,Growing Degree Days,  
,Sowing Method,
            Sprinke spores on surface of compost and peat moss, gently mix in, and press down.
,Spread (diameter),
              

          ,Row Spacing,
              

          ,Height,
              

          ",https://openfarm.cc/en/crops/mushrooms
7f6ac389-c2f5-4360-b85d-0b37b61acddb,Passion Fruit,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Passiflora edulis
,Taxon,  Species
,Description,  Passionfruit is a perennial vine species of passion flower native to South America. Vines have large, three-lobed, dark green, slightly glossy leaves and a single, large, showy, fragrant flower on each node of new growth. Flowers are self-pollinating or pollinated by carpenter bees, and mature into a single, round to oblong, berry filled with pulpy juice and around 250 black seeds. The pulp is sweet, slightly acidic, and guava-like. There are two primary varieties of Passionfruit: purple and yellow. Yellow varieties are more tropical, produce slightly bigger and more acidic fruit, and are more frost-tender. Purple varieties are sweeter and slightly more cold-hardy. Passionfruit grows in tropical and subtropical regions and likes full sun in the morning and afternoon shade. Some purple cultivars can tolerate light frosts down to -6.6° C. Passionfruit can be grown indoors in containers in cooler regions. All varieties live for 5-7 years, need wind protection, and require trellising. Prune plants two years and older to encourage flower production and make harvest manageable. Passionfruit is propagated by seed, cuttings, or grafting. The seeds of hybrid varieties will not grow true to type. If starting from seed, plant seeds soon after removing them from the fruit for better germination. Seeds can be sown indoors and transplanted outside when seedlings are 25cm tall. When ripe, fruit will turn from green to deep purple or yellow and fall to the ground in a few days. Harvest fruit from the vine when it changes color or gather it from the ground. Fruit are sweetest when slightly shriveled.
,Companions,
              ,
                ,
                  
                swiss chard
,                          ,
                ,
                  
                Beets
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed, cuttings, grafting
,Spread (diameter),
              

          ,Row Spacing,
              300 ,centimeters,

          ,Height,
              450 ,centimeters,

          ",https://openfarm.cc/en/crops/passion-fruit
c42ee44e-f8b6-4201-9ca5-feeaf09afc65,Broccoli,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Brassica oleracea
,Taxon,  Species
,Description,  Broccoli has large flower heads known as ""crowns"" that are green to blue-green in color, grouped tightly together atop a thick stem, and surrounded by leaves. Broccoli resembles cauliflower, a different cultivar in its species. It thrives in cool weather.
,Companions,
              ,
                ,
                  
                Lemon Balm
,                          ,
                ,
                  
                Cumin
,                          ,
                ,
                  
                Everest Broccoli
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Sow seeds indoors and transplant outside
,Spread (diameter),
              60 ,centimeters,

          ,Row Spacing,
              40 ,centimeters,

          ,Height,
              75 ,centimeters,

          ",https://openfarm.cc/en/crops/broccoli
695507b5-e36e-4139-bf32-9a1af8f865e2,Corn,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Zea mays
,Taxon,  Species
,Description,  Corn is a large grain plant, or tall grass, first domesticated about 10,000 years ago by indigenous peoples in Southern Mexico. The leafy stalk produces ears after pollination. Depending on the variety, the corn can be eaten fresh, or dried and ground into cornmeal.
,Companions,
              ,
                ,
                  
                Indian Mustard
,                          ,
                ,
                  
                Spaghetti Squash
,                          ,
                ,
                  
                Cowpea
,                          ,
                ,
                  
                Geranium
,                          ,
                ,
                  
                Rice Bean
,                          ,
                ,
                  
                Wine Cap Mushroom
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed outdoors
,Spread (diameter),
              60 ,centimeters,

          ,Row Spacing,
              76 ,centimeters,

          ,Height,
              290 ,centimeters,

          ",https://openfarm.cc/en/crops/corn
4d5bfc16-a512-4c37-8393-9dac2906c268,Tomatillo,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Physalis philadelphica
,Taxon,  Species
,Description,  The tomatillo is a member of the Nightshade family. The plant bears a resemblance to tomato plants and benefits from pruning and trellising. The fruit of the tomatillo plant is small, round, and green or purple. It is covered in a paper husk that splits open when the fruit is ready for harvest. Tomatillos are native to Mexico and can be eaten raw or cooked. They have a citrusy, tart, and tangy lemon flavor.
,Companions,
              ,
                ,
                  
                indian chili
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed indoors, transplant seedlings outside after hardening off
,Spread (diameter),
              90 ,centimeters,

          ,Row Spacing,
              60 ,centimeters,

          ,Height,
              100 ,centimeters,

          ",https://openfarm.cc/en/crops/tomatillo
fee5751b-37d9-4161-a0dc-aa6caed89e75,Leek,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Allium porrum
,Taxon,  Species
,Description,  The leek is a vegetable, a cultivar of Allium ampeloprasum, the broadleaf wild leek. The edible part of the plant is a bundle of leaf sheaths that is sometimes erroneously called a stem or stalk. Historically, many scientific names were used for leeks, but they are now all treated as cultivars of A. ampeloprasum. The name 'leek' developed from the Anglo-Saxon word ""leac"". Two closely related vegetables, elephant garlic and kurrat, are also cultivars of A. ampeloprasum, although different in their uses as food. The onion and garlic are also related, being other species of the genus Allium.
Leeks have thick blue-green foliage. The bundle of white leaf sheaths has a mild onion taste and can be blanched, steamed, braised, or grilled and used in soups, stews, omelet fillings, and more. The leaves can be used to make stock.
,Companions,
              ,
                ,
                  
                Mulberry
,                          ,
                ,
                  
                Apricot
,                          ,
                ,
                  
                Spring Onion
,                          ,
                ,
                  
                Purple Carrot
,                          ,
                ,
                  
                Yellow Onion
,                          ,
                ,
                  
                White Onion
,                          ,
                ,
                  
                Carrot, Pusa Asita
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed or transplant seedlings
,Spread (diameter),
              25 ,centimeters,

          ,Row Spacing,
              15 ,centimeters,

          ,Height,
              60 ,centimeters,

          ",https://openfarm.cc/en/crops/leek
9db66eb8-04ec-4fd1-b273-0a9dd1779c66,Tomato,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Solanum lycopersicum
,Taxon,  Species
,Description,  The tomato is the fruit of the tomato plant, a member of the Nightshade family (Solanaceae). The fruit grows on a sprawling vine that is often trellised or caged to keep it upright. There are many kinds of tomatoes, including conventional, hybrid, heirloom, plum, grape, and cherry. Determinate or bush varieties do not need pruning and can be grown without trellises or cages. Indeterminate or climbing varieties benefit from pruning and should be trellised, caged, or staked.
,Companions,
              ,
                ,
                  
                Ginger
,                          ,
                ,
                  
                Eggplant, Black Beauty
,                          ,
                ,
                  
                Adjuma pepper
,                          ,
                ,
                  
                Scotch Bonnet Peppers
,                          ,
                ,
                  
                Diablito Pepper
,                          ,
                ,
                  
                Green Tabasco Pepper
,                          ,
                ,
                  
                Red Scotch Bonnet Pepper
,                          ,
                ,
                  
                Mexican Tarragon
,                          ,
                ,
                  
                Guajillo Pepper
,                          ,
                ,
                  
                Spearmint
,                          ,
                ,
                  
                Summer Savory
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed indoors, transplant seedlings outside after hardening off
,Spread (diameter),
              60 ,centimeters,

          ,Row Spacing,
              75 ,centimeters,

          ,Height,
              90 ,centimeters,

          ",https://openfarm.cc/en/crops/tomato
559e1e65-9475-4d6c-8748-bb208c938a30,German Chamomile,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Matricaria chamomilla, Matricaria recutita
,Taxon,  Species
,Description,  German, or Common Chamomile is an annual plant with daisy-like flowers. It is in the Daisy family (Asteraceae) along with Roman Chamomile (Chamaemelum nobile) and the two plants have similar apple-scented flowers, but they are in separate genera. German Chamomile is taller than Roman Chamomile, growing to heights of 60cm, and produces larger flowers that are 3-5cm in diameter. It has hairless stems and is more compact than it's Roman counterpart. It's essential oil is dark blue, whereas Roman Chamomile's essential oil is pale yellow to clear. German Chamomile is the most popular source of herbal chamomile and is used to calm and nourish the nervous system and support good digestion. Chamomile attracts beneficial insects like hoverflies (which eat aphids and mites) and ladybugs. Chamomile tea can be sprayed on seedlings to prevent damping-off, a fungal infection that can kill young plants.
,Companions,
              ,
                ,
                  
                Onion
,                          ,
                ,
                  
                Kohlrabi
,                          ,
                ,
                  
                cauliflower
,                          ,
                ,
                  
                Brussels Sprouts
,                          ,
                ,
                  
                Napa Cabbage
,                          ,
                ,
                  
                indian bean
,                          ,
                ,
                  
                Green Bartlett Pear
,                          ,
                ,
                  
                Red Russian Kale
,                          ,
                ,
                  
                Choy Sum
,            ,Sun Requirements,  Full Sun
,Growing Degree Days,  
,Sowing Method,
            Direct seed, do not cover. Seeds need light to germinate.
,Spread (diameter),
              30 ,centimeters,

          ,Row Spacing,
              30 ,centimeters,

          ,Height,
              60 ,centimeters,

          ",https://openfarm.cc/en/crops/german-chamomile
00da5f77-e23d-4e37-80f2-371f60c67bc0,common hop,"
          ,
          ,
          ,
            ,
            processing images...
          ,
          ,Tags,Binomial Name,  Humulus lupulus
,Taxon,  
,Description,  
,Companions,
,Sun Requirements,  
,Growing Degree Days,  
,Sowing Method,
            
,Spread (diameter),
              

          ,Row Spacing,
              

          ,Height,
              

          ",https://openfarm.cc/en/crops/common-hop
